factory_code,factory_name,layout_name,canvas_width,canvas_length,area_code,area_name,area_x,area_y,area_width,area_length,area_type,line_code,line_name,line_type,takt_time_sec,capacity_per_shift,ws_code,ws_name,seq,ws_x,ws_y,ws_width,ws_length,max_operators,power_kw,from_ws,to_ws,distance,transport_type,transfer_time_sec,detail
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A05,Chassis,100,1100,1100,850,Production,L50,Chassis Line,Straight,90,120,W15,W15,4,250,1760,90,90,2,15.5,W15,W16,10,Conveyor,15,Station W32 in Chassis
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,1500,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W17,W17,1,1650,1280,90,90,2,15.5,W17,W18,10,Conveyor,15,Station W36 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,1500,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W18,W18,2,1650,1440,90,90,2,15.5,W18,W19,10,Conveyor,15,Station W37 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,1500,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W19,W19,3,1650,1600,90,90,2,15.5,W19,W20,10,Conveyor,15,Station W38 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,1500,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W20,W20,4,1650,1760,90,90,2,15.5,W20,W21,10,Conveyor,15,Station W39 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,1500,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W21,W21,5,1890,1760,90,90,2,15.5,W21,W22,10,Conveyor,15,Station W40 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,1500,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W22,W22,6,2130,1760,90,90,2,15.5,W22,W23,10,Conveyor,15,Station W41 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,1500,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W23,W23,7,2370,1760,90,90,2,15.5,W23,W24,10,Inter-Area,15,Station W42 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W24,W24,1,1150,2530,90,90,2,15.5,W24,W25,10,Conveyor,15,Station W43 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W25,W25,2,1370,2530,90,90,2,15.5,W25,W26,10,Conveyor,15,Station W44 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W26,W26,3,1590,2530,90,90,2,15.5,W26,W27,10,Conveyor,15,Station W45 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W27,W27,4,1810,2530,90,90,2,15.5,W27,W28,10,Conveyor,15,Station W46 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W28,W28,5,2030,2530,90,90,2,15.5,,,10,Conveyor,15,Station W47 in Testing
